,ADDRESS,STOPS,WEIGHT
16492,5700 N. FM 360 HWY,22,0.04271844660194175
21243,8000 N MOPAC,22,0.04271844660194175
1003,10000 N IH 35,22,0.04271844660194175
27258,NORTH IH35 SERVICE ROAD AT,21,0.040776699029126215
16830,5TH STREET,21,0.040776699029126215
3689,12100 METRIC BLVD,21,0.040776699029126215
1455,10500 METRIC BLVD,21,0.040776699029126215
10891,300 E. BRAKER LN,21,0.040776699029126215
5420,13600 AVERY RANCH BLVD,21,0.040776699029126215
20150,7500 N MOPAC,21,0.040776699029126215
26109,EAST 12TH STREET,21,0.040776699029126215
18032,6500 BLOCK EAST BEN WHITE SERVICE ROAD,21,0.040776699029126215
12275,3700 FM 2222 RD,21,0.040776699029126215
11754,3400 E MARTIN LUTHER KING JR BLVD,21,0.040776699029126215
19349,7100 BLK E US HWY 290 SVRD,21,0.040776699029126215
5321,13500 BLOCK NORTH US HIGHWAY 183,21,0.040776699029126215
16782,5900 N MOPAC SB,21,0.040776699029126215
18112,6500 N CAPITAL OF TEXAS HWY NB,21,0.040776699029126215
12453,3800 MANCHACA RD,21,0.040776699029126215
8525,2000 N MOPAC,21,0.040776699029126215
19365,7100 BLOCK 290 EAST NORTH SERVICE ROAD,21,0.040776699029126215
23329,9300 RESEARCH BLVD NB,21,0.040776699029126215
20317,7600 N MOPAC EXPY,21,0.040776699029126215
20646,7900 BLOCK MANCHACA ROAD,21,0.040776699029126215
14077,4600 BLOCK NORTH IH 35,21,0.040776699029126215
17933,6400 E BEN WHITE BLVD SVRD EB,21,0.040776699029126215
11469,3200 S IH 35 NB,21,0.040776699029126215
3314,1200 E DEAN KEETON,20,0.038834951456310676
14675,4900 S CONGRESS AVE,20,0.038834951456310676
6707,1500 W WILLIAM CANNON DR,20,0.038834951456310676
6189,14000 N MOPAC,20,0.038834951456310676
2248,11000 RESEARCH BLVD NB,20,0.038834951456310676
1476,10500 N MOPAC EXPY SB,20,0.038834951456310676
19276,7000 N IH 35,20,0.038834951456310676
21247,8000 N MOPAC EXPY,20,0.038834951456310676
12468,3800 N MOPAC EXPY SB,20,0.038834951456310676
5594,13700 BLOCK SOUTH IH 35,20,0.038834951456310676
3035,11900 METRIC BLVD,20,0.038834951456310676
9202,2222,20,0.038834951456310676
5711,13800 BLOCK SOUTH IH 35,20,0.038834951456310676
5464,13600 HWY 183 N B,20,0.038834951456310676
15747,5300 E RIVERSIDE DR,20,0.038834951456310676
5015,13200 BLOCK RESEARCH BOULEVARD,20,0.038834951456310676
14430,4800 BLOCK EAST CESAR CHAVEZ STREET,20,0.038834951456310676
5458,13600 BLOCK RESEARCH BOULEVARD,20,0.038834951456310676
10926,300 S CONGRESS AVE,20,0.038834951456310676
2800,11600 N MOPAC EXPY,20,0.038834951456310676
10920,300 PLEASANT VALLEY,20,0.038834951456310676
4757,13000 BLOCK NORTH IH 35,20,0.038834951456310676
14646,4900 FM 2222,20,0.038834951456310676
15300,5000 WEST GATE BLVD,20,0.038834951456310676
22353,8900 BLOCK NORTH LAMAR BOULEVARD,20,0.038834951456310676
13234,4000 W BRAKER LN,20,0.038834951456310676
14515,4800 S 1ST STREET,20,0.038834951456310676
1168,10100 N MOPAC,20,0.038834951456310676
4428,12900 BLOCK RESEARCH BOULEVARD,20,0.038834951456310676
26148,EAST 51ST STREET,20,0.038834951456310676
20623,7800 WEST GATE BLVD,20,0.038834951456310676
6848,1600 BLOCK EAST WILLIAM CANNON DRIVE,20,0.038834951456310676
23984,9900 N MOPAC EXPY,20,0.038834951456310676
18122,6500 N MOPAC,20,0.038834951456310676
3829,12200 RESEARCH BLVD,20,0.038834951456310676
11117,3000 N MOPAC,20,0.038834951456310676
5359,13500 N MOPAC BLVD,20,0.038834951456310676
15743,5300 E BEN WHITE BLVD SVRD EB,20,0.038834951456310676
11781,3400 MARTIN LUTHER KING,20,0.038834951456310676
23981,9900 N MOPAC,20,0.038834951456310676
2974,11800 S IH 35,20,0.038834951456310676
526,100 W RUNDBERG,20,0.038834951456310676
8494,2000 ED BLUESIEIN SB,19,0.036893203883495145
16634,5800 N IH 35 SB,19,0.036893203883495145
6584,1500 E RIVERSIDE,19,0.036893203883495145
11135,3000 S 1ST,19,0.036893203883495145
16255,5600 BLOCK SOUTH 1ST STREET,19,0.036893203883495145
3154,1200 BLOCK DEAN KEATON,19,0.036893203883495145
4121,12500 RESEARCH BLVD NB,19,0.036893203883495145
16593,5800 BLOCK SOUTH MOPAC EXPRESSWAY,19,0.036893203883495145
5282,13400 RESEARCH BLVD NB SVRD,19,0.036893203883495145
6450,1500 BLK W STASSNEY LN,19,0.036893203883495145
25019,BLOCK N IH 35 SVRD SB,19,0.036893203883495145
8967,2200 BLOCK BARTON SPRINGS ROAD,19,0.036893203883495145
16925,600 BLOCK EAST 7TH STREET,19,0.036893203883495145
3795,12200 N 183,19,0.036893203883495145
18123,6500 N MOPAC EXPY,19,0.036893203883495145
19546,7200 BLK LOYOLA,19,0.036893203883495145
11383,3200 BLOCK LAKE AUSTIN BOULEVARD,19,0.036893203883495145
3530,12000 METRIC BLVD,19,0.036893203883495145
16309,5600 N IH 35 SB,19,0.036893203883495145
6120,1400 W. ANDERSON LA,19,0.036893203883495145
23179,9200 N MOPAC BLVD,19,0.036893203883495145
4937,13100 N US 183 HWY NB,19,0.036893203883495145
6185,14000 N IH35,19,0.036893203883495145
1019,10000 N MOPAC EXPY,19,0.036893203883495145
19752,7300 BLOCK LOYOLA LANE,19,0.036893203883495145
4861,13000 RESEARCH BLVD.,19,0.036893203883495145
4828,13000 N US 183 HWY NB,19,0.036893203883495145
12547,38TH STREET,19,0.036893203883495145
17088,600 E WILLIAM CANNON,19,0.036893203883495145
13747,4400 MANCHACA RD,19,0.036893203883495145
4919,13100 BLOCK SOUTH IH 35,19,0.036893203883495145
19428,7100 BLOCK U S HIGHWAY 290,19,0.036893203883495145
27690,S 1ST,19,0.036893203883495145
6943,1600 E RIVERSIDE DRIVE,19,0.036893203883495145
15426,5100 N IH 35 SB,19,0.036893203883495145
13974,4500 N MOPAC SB,19,0.036893203883495145
15721,5300 BLOCK SOUTH IH 35,19,0.036893203883495145
791,1000 EAST DEAN KEETON STREET,18,0.03495145631067961
14511,4800 S 1ST ST,18,0.03495145631067961
5391,13500 RESEARCH BLVD SB,18,0.03495145631067961
22479,8TH STREET,18,0.03495145631067961
11536,3300 BLOCK LAKE AUSTIN BOULEVARD,18,0.03495145631067961
5367,13500 N US 183 HWY NB,18,0.03495145631067961
14145,4600 MANCHACA RD,18,0.03495145631067961
3269,1200 BLOCK WEST 6TH STREET,18,0.03495145631067961
21180,8000 BLOCK NORTH MOPAC EXPRESSWAY,18,0.03495145631067961
19581,7200 BLOCK LOYOLA LANE,18,0.03495145631067961
15453,5100 S CONGRESS AVE,18,0.03495145631067961
6489,1500 BLOCK ED BLUESTEIN BOULEVARD,18,0.03495145631067961
5358,13500 N MOPAC,18,0.03495145631067961
14738,50 N IH 35 NB,18,0.03495145631067961
15949,5400 N IH 35,18,0.03495145631067961
9228,2300 BLK ENFIELD RD,18,0.03495145631067961
20437,7700 N MOPAC EXPY,18,0.03495145631067961
19806,7300 LOYOLA,18,0.03495145631067961
19841,7300 S CONGRESS AVE,18,0.03495145631067961
26751,LAKE AUSTIN ZONE 9,18,0.03495145631067961
19374,7100 BLOCK EAST 290,18,0.03495145631067961
5041,13200 N I 35 SVRD,18,0.03495145631067961
14613,4900 BLOCK SOUTH CONGRESS AVENUE,18,0.03495145631067961
2711,11500 N MOPAC EXPY NB,18,0.03495145631067961
14948,500 E BRAKER LANE,18,0.03495145631067961
18916,700 BLOCK MONTOPOLIS DRIVE,18,0.03495145631067961
11873,3500 BLOCK FM 2222,18,0.03495145631067961
11035,3000 BLOCK NORTH MOPAC EXPRESSWAY,18,0.03495145631067961
13374,4100 S US 183 HWY NB,18,0.03495145631067961
15234,5000 N MOPAC,18,0.03495145631067961
18553,6800 BLOCK NORTH MOPAC EXPRESSWAY,18,0.03495145631067961
4877,13000 SOUTH I-35,18,0.03495145631067961
11987,3500 N MOPAC SB,18,0.03495145631067961
20587,7800 N LAMAR BLVD SB,18,0.03495145631067961
6875,1600 BLOCK NORTH IH 35 SERVICE ROAD,18,0.03495145631067961
4859,13000 RESEARCH BLVD SVRD,18,0.03495145631067961
6194,14000 N US 183 HWY,18,0.03495145631067961
8106,200 BLOCK BRAZOS STREET,18,0.03495145631067961
5084,13200 RESEARCH BLVD,18,0.03495145631067961
974,10000 BLOCK SOUTH IH 35,18,0.03495145631067961
6091,1400 W ANDERSON,18,0.03495145631067961
8581,2000 S US HWY 183,17,0.03300970873786408
21276,8000 S IH 35,17,0.03300970873786408
20588,7800 N MOPAC,17,0.03300970873786408
13857,4500 BLOCK EAST RIVERSIDE DRIVE,17,0.03300970873786408
14967,500 E WILLIAM CANNON,17,0.03300970873786408
10163,2600 PARKER LN,17,0.03300970873786408
11404,3200 BLOCK SOUTH 183,17,0.03300970873786408
11058,3000 BLOCK SOUTH IH 35,17,0.03300970873786408
14060,4600 BLOCK EAST CESAR CHAVEZ STREET,17,0.03300970873786408
19604,7200 BLOCK SOUTH 1ST STREET,17,0.03300970873786408
7905,1900 ED BLUESTIEN,17,0.03300970873786408
14453,4800 BLOCK SOUTH CONGRESS AVENUE,17,0.03300970873786408
16781,5900 N MOPAC NB,17,0.03300970873786408
27945,SOUTH IH 35 SERVICE ROAD AT,17,0.03300970873786408
16512,5700 S MOPAC,17,0.03300970873786408
4827,13000 N US 183 HWY,17,0.03300970873786408
13019,400 W. BRAKER LN,17,0.03300970873786408
3881,12300 BLOCK RIATA TRACE PARKWAY,17,0.03300970873786408
3055,11900 N MOPAC EXPY NB,17,0.03300970873786408
20863,800 BLOCK EAST DEAN KEETON STREET,17,0.03300970873786408
2256,11000 S IH 35 NB,17,0.03300970873786408
19644,7200 LOYOLA LN,17,0.03300970873786408
20262,7600 BLOCK NORTH MOPAC EXPRESSWAY,17,0.03300970873786408
12352,3800 AIRPORT BLVD,17,0.03300970873786408
9509,2400 BLOCK EAST RIVERSIDE DRIVE,17,0.03300970873786408
6736,15000 FOUR IRON,17,0.03300970873786408
22966,9000 RESEARCH BLVD SB,17,0.03300970873786408
4458,12900 N US 183,17,0.03300970873786408
10224,2700 BLOCK BARTON SPRINGS ROAD,17,0.03300970873786408
19220,7000 BLOCK NORTH MOPAC EXPRESSWAY,17,0.03300970873786408
3608,12000 S IH 35 NB,17,0.03300970873786408
15265,5000 S IH 35,17,0.03300970873786408
11751,3400 E MARTIN LUTHER KING,17,0.03300970873786408
21883,8500 N CAPITAL OF TEXAS HWY,17,0.03300970873786408
8558,2000 S IH 35,17,0.03300970873786408
542,100 W. RUNDBURG LANE,17,0.03300970873786408
14544,4800 SPICEWOOD SPGS RD,17,0.03300970873786408
11630,3300 S IH 35,17,0.03300970873786408
16578,5800 BLOCK NORTH IH 35,17,0.03300970873786408
19286,7000 N MOPAC EXPY,17,0.03300970873786408
15001,500 MONTOPOLIS,17,0.03300970873786408
13968,4500 N MOPAC EXPY,16,0.031067961165048542
3293,1200 DEAN KEETON STREET,16,0.031067961165048542
10922,300 PLEASANT VALLEY RD,16,0.031067961165048542
16236,5600 BLOCK MANCHACA ROAD,16,0.031067961165048542
15497,51ST STREET,16,0.031067961165048542
21399,8100 N MOPAC EXPY,16,0.031067961165048542
13455,4200 BLOCK SOUTH US HIGHWAY 183,16,0.031067961165048542
11050,3000 BLOCK SOUTH 1ST STREET,16,0.031067961165048542
21425,8100 S MOPAC,16,0.031067961165048542
6093,1400 W ANDERSON LN,16,0.031067961165048542
21625,8300 BLOCK NORTH MOPAC EXPRESSWAY,16,0.031067961165048542
6685,1500 W ANDERSON LN,16,0.031067961165048542
15230,5000 N IH 35 SB,16,0.031067961165048542
21474,8200 BLOCK MANCHACA,16,0.031067961165048542
7064,1600 WM CANNON,16,0.031067961165048542
3158,1200 BLOCK DEAN KEATON STREET,16,0.031067961165048542
20874,800 BLOCK EAST RUNDBERG LANE,16,0.031067961165048542
13131,4000 E CESAR CHAVEZ ST,16,0.031067961165048542
13382,4100 SOUTH US HIGHWAY 183,16,0.031067961165048542
18236,6600 BLOCK SOUTH MOPAC EXPRESSWAY,16,0.031067961165048542
2674,11500 BLOCK SOUTH IH 35,16,0.031067961165048542
18151,6500 S MOPAC,16,0.031067961165048542
9617,2400 GUADALUPE ST,16,0.031067961165048542
10600,2900 BLOCK SOUTH IH 35,16,0.031067961165048542
5487,13600 N IH 35 SVRD,16,0.031067961165048542
13629,4300 S CONGRESS,16,0.031067961165048542
5644,13700 RESEARCH BLVD,16,0.031067961165048542
21002,800 E WILLIAM CANNON,16,0.031067961165048542
3188,1200 BLOCK EAST DEAN KEETON,16,0.031067961165048542
1073,1000BL EAST DEAN KEETON STREET,16,0.031067961165048542
4486,12900 RESEARCH BLVD SB,16,0.031067961165048542
20077,7500 BLOCK NORTH MOPAC EXPRESSWAY,16,0.031067961165048542
8131,200 BLOCK EAST BRAKER LANE,16,0.031067961165048542
6912,1600 BLOCK WEST CESAR CHAVEZ STREET,16,0.031067961165048542
13160,4000 N MOPAC,16,0.031067961165048542
5150,13300 BLOCK RESEARCH BOULEVARD,16,0.031067961165048542
4464,12900 N US 183 HWY SB,16,0.031067961165048542
12554,3900 BLOCK AIRPORT BOULEVARD,16,0.031067961165048542
16729,5900 BLOCK NORTH MOPAC EXPRESSWAY,16,0.031067961165048542
10969,300 W POWELL LN,16,0.031067961165048542
5463,13600 HWY 183 N,15,0.02912621359223301
22977,9000 S IH 35,15,0.02912621359223301
963,10000 BLOCK NORTH MOPAC EXPRESSWAY,15,0.02912621359223301
23083,9100 RESEARCH BLVD,15,0.02912621359223301
782,1000 E. ANDERSON LANE,15,0.02912621359223301
9362,2300 ENFIELD ROAD,15,0.02912621359223301
15626,5200 S IH 35,15,0.02912621359223301
16800,5900 S MOPAC,15,0.02912621359223301
12157,3600 PRESIDENTIAL BOULEVARD,15,0.02912621359223301
2224,11000 N MOPAC EXPY,15,0.02912621359223301
15167,5000 BLOCK SOUTH MOPAC EXPRESSWAY,15,0.02912621359223301
7235,1700 CROSSING PL,15,0.02912621359223301
2615,11400 RESEARCH BLVD NB,15,0.02912621359223301
20059,7500 BLOCK EAST US HIGHWAY 290,15,0.02912621359223301
12858,400 BLOCK WEST BRAKER LANE,15,0.02912621359223301
5738,13800 N US 183 HWY SVRD SB,15,0.02912621359223301
5536,13600 RESEARCH BLVD.,15,0.02912621359223301
20822,800 BLOCK BASTROP HIGHWAY,15,0.02912621359223301
20103,7500 E HWY 290 SVRD,15,0.02912621359223301
16770,5900 N IH 35 SB,15,0.02912621359223301
8952,2200 BLK ENFIELD,15,0.02912621359223301
3073,11900 RESEARCH BLVD,15,0.02912621359223301
4914,13100 BLOCK NORTH US HIGHWAY 183,15,0.02912621359223301
27909,SOUTH 1ST STREET AT,15,0.02912621359223301
11687,3400 BLOCK EAST MARTIN LUTHER KING JUNIO,15,0.02912621359223301
19828,7300 N MOPAC EXPY,15,0.02912621359223301
25002,BLOCK N IH 35,15,0.02912621359223301
19791,7300 E HWY 290,15,0.02912621359223301
6653,1500 S IH 35 NB,15,0.02912621359223301
2409,11200 N IH 35,15,0.02912621359223301
21124,800 WINSTEAD,15,0.02912621359223301
15136,5000 BLOCK EAST WILLIAM CANNON DRIVE,15,0.02912621359223301
4772,13000 BLOCK RESEARCH BOULEVARD,15,0.02912621359223301
10770,300 BLOCK EAST BRAKER LANE,15,0.02912621359223301
28426,WEST 5TH STREET,15,0.02912621359223301
1038,10000 RESEARCH BLVD,15,0.02912621359223301
3223,1200 BLOCK NORTH IH 35,15,0.02912621359223301
7667,1800 W PARMER LN,15,0.02912621359223301
349,100 E BRAKER LN,15,0.02912621359223301
18152,6500 S MOPAC EXPY,15,0.02912621359223301
6483,1500 BLOCK EAST RIVERSIDE DRIVE,15,0.02912621359223301
16229,5600 BLOCK EAST WILLIAM CANNON DRIVE,15,0.02912621359223301
4308,12700 S IH 35,15,0.02912621359223301
23535,9500 BLOCK RESEARCH BOULEVARD,15,0.02912621359223301
26144,EAST 4TH STREET,14,0.027184466019417475
17114,600 MONTOPOLIS DR,14,0.027184466019417475
14518,4800 S CONGRESS,14,0.027184466019417475
4484,12900 RESEARCH BLVD,14,0.027184466019417475
3597,12000 RESEARCH BLVD,14,0.027184466019417475
16627,5800 N CAPITAL OF TEXAS,14,0.027184466019417475
7672,1800 W STASSNEY LANE,14,0.027184466019417475
5196,13300 RESEARCH BLVD.,14,0.027184466019417475
27213,NORTH I H 35,14,0.027184466019417475
9161,2200 SCOFIELD RIDGE,14,0.027184466019417475
15425,5100 N IH 35 NB,14,0.027184466019417475
14671,4900 S 1ST STREET,14,0.027184466019417475
11145,3000 S IH 35,14,0.027184466019417475
16641,5800 N MOPAC EXPY NB,14,0.027184466019417475
7192,1700 BLOCK RUTLAND DRIVE,14,0.027184466019417475
8560,2000 S IH 35 NB,14,0.027184466019417475
9521,2400 BLOCK ENFIELD ROAD,14,0.027184466019417475
14737,50 N IH 35,14,0.027184466019417475
4169,12600 BLOCK SOUTH IH 35,14,0.027184466019417475
19366,7100 BLOCK 290 EAST SERVICE ROAD,14,0.027184466019417475
5328,13500 BLOCK SOUTH IH 35,14,0.027184466019417475
11576,3300 DUVAL ST,14,0.027184466019417475
25089,BLOCK NORTH I 35 EF,14,0.027184466019417475
11982,3500 N MOPAC EXPY,14,0.027184466019417475
16542,5800 BLK MANCHACA,14,0.027184466019417475
28172,US HIGHWAY 183 SERVICE ROAD,14,0.027184466019417475
2822,11600 S IH35 SVRD,14,0.027184466019417475
25223,BLOCK S 1ST,14,0.027184466019417475
26107,EAST 11TH STREET,14,0.027184466019417475
11166,3000 S US 183 HWY SB,14,0.027184466019417475
3658,12100 BLOCK METRIC BOULEVARD,14,0.027184466019417475
4939,13100 N US 183 HWY SB,14,0.027184466019417475
5459,13600 BLOCK SOUTH IH 35,14,0.027184466019417475
4876,13000 SOUTH I 35,14,0.027184466019417475
5460,13600 BLOCK US HIGHWAY 183,14,0.027184466019417475
2075,1100 S IH 35,14,0.027184466019417475
23732,9700 ANDERSON MILL RD,14,0.027184466019417475
5980,1400 BLOCK WEST ANDERSON LANE,14,0.027184466019417475
15154,5000 BLOCK NORTH MOPAC EXPRESSWAY,14,0.027184466019417475
20998,800 E RUNDBERG LN,14,0.027184466019417475
3061,11900 N MOPAC NB,14,0.027184466019417475
8955,2200 BLK SCOFIELD RIDGE PKWY,14,0.027184466019417475
23203,9200 RESEARCH BLVD,14,0.027184466019417475
303,100 BLOCK WEST RUNDBERG LANE,14,0.027184466019417475
4688,1300 S IH 35 NB,14,0.027184466019417475
22285,8800 RESEARCH BLVD,14,0.027184466019417475
13887,4500 BLOCK NORTH MOPAC EXPRESSWAY,14,0.027184466019417475
7358,1700 WILLOW CREEK,14,0.027184466019417475
5419,13600 AVERY RANCH,14,0.027184466019417475
5840,13900 N US 183 HWY SVRD NB,14,0.027184466019417475
13373,4100 S US 183 HWY  NB,14,0.027184466019417475
9241,2300 BLOCK BARTON SPRINGS ROAD,14,0.027184466019417475
3502,12000 BLOCK RESEARCH BOULEVARD,14,0.027184466019417475
101,100 BLK E. BRAKER LN,14,0.027184466019417475
10680,2900 W BEN WHITE BLVD,14,0.027184466019417475
28417,WEST 45TH STREET,14,0.027184466019417475
15521,5200 BLOCK E RIVERSIDE DRIVE,13,0.02524271844660194
10468,2800 E MLK BLVD,13,0.02524271844660194
4445,12900 N IH 35,13,0.02524271844660194
5373,13500 N US 183 HWY SB,13,0.02524271844660194
19160,7000 290 SVRD WB,13,0.02524271844660194
22110,8700 BLOCK RESEARCH BOULEVARD,13,0.02524271844660194
5360,13500 N MOPAC EXPY,13,0.02524271844660194
16608,5800 E BEN WHITE BLVD SVRD EB,13,0.02524271844660194
20285,7600 E BEN WHITE WB,13,0.02524271844660194
20315,7600 N MOPAC,13,0.02524271844660194
5087,13200 RESEARCH BLVD SB,13,0.02524271844660194
968,10000 BLOCK RESEARCH BOULEVARD,13,0.02524271844660194
16455,5700 E BEN WHITE BLVD SVRD EB,13,0.02524271844660194
25030,BLOCK N IH35 SVRD,13,0.02524271844660194
22804,900 W PARMER LANE,13,0.02524271844660194
16472,5700 JOHNNY MORRIS,13,0.02524271844660194
4867,13000 S IH 35 SB,13,0.02524271844660194
13463,4200 DAVIS LN,13,0.02524271844660194
4061,12500 BLOCK RESEARCH BOULEVARD,13,0.02524271844660194
1048,10000 S IH 35 NB,13,0.02524271844660194
7532,1800 BLOCK WILLOW CREEK DRIVE,13,0.02524271844660194
18815,700 BL E DEAN KEETON STREET,13,0.02524271844660194
15547,5200 BLOCK NORTH IH 35,13,0.02524271844660194
5152,13300 BLOCK SOUTH IH 35,13,0.02524271844660194
27734,S IH 35 SVRD,13,0.02524271844660194
20513,7800 BLOCK NORTH LAMAR BOULEVARD,13,0.02524271844660194
11963,3500 MANCHACA RD,13,0.02524271844660194
13201,4000 S US 183 HWY  NB,13,0.02524271844660194
13203,4000 S US 1I83,13,0.02524271844660194
17390,6000 S MOPAC,13,0.02524271844660194
5281,13400 RESEARCH BLVD,13,0.02524271844660194
4122,12500 RESEARCH BLVD SB,13,0.02524271844660194
26746,LAKE AUSTIN ZONE 4,13,0.02524271844660194
24625,BLOCK E 5TH ST,13,0.02524271844660194
13226,4000 SPICEWOOD SPRINGS RD,13,0.02524271844660194
21973,8600 BLOCK NORTH MOPAC EXPRESSWAY,13,0.02524271844660194
2490,11300 BLOCK NORTH IH 35,13,0.02524271844660194
2620,11400 S IH 35 NB,13,0.02524271844660194
17281,6000 BLOCK NORTH IH 35,13,0.02524271844660194
3573,12000 N MOPAC NB,13,0.02524271844660194
21743,8400 BLOCK SOUTH 1ST STREET,13,0.02524271844660194
5792,13800-13600 N IH 35 SVRD,13,0.02524271844660194
9005,2200 BLOCK NORTH IH 35,13,0.02524271844660194
12758,400 BLOCK EAST 5TH STREET,13,0.02524271844660194
11400,3200 BLOCK PRESIDENTIAL BOULEVARD,13,0.02524271844660194
5965,1400 BLOCK SOUTH IH 35,13,0.02524271844660194
13694,4400 BLOCK NORTH IH 35,13,0.02524271844660194
2266,11000 SOUTH I-35,13,0.02524271844660194
19598,7200 BLOCK NORTH MOPAC EXPRESSWAY,13,0.02524271844660194
23135,9200 BLOCK NORTH LAMAR BOULEVARD,13,0.02524271844660194
3382,1200 S IH 35,13,0.02524271844660194
11439,3200 LAKE AUSTIN BLVD,13,0.02524271844660194
17663,6200 N IH 35,13,0.02524271844660194
5626,13700 N US 183 SB,13,0.02524271844660194
8714,2100 BLOCK EAST RIVERSIDE DRIVE,13,0.02524271844660194
21405,8100 N MOPAC SB,13,0.02524271844660194
21369,8100 FM 2222 RD,13,0.02524271844660194
6276,14200 BLOCK NORTH IH 35,13,0.02524271844660194
8527,2000 N MOPAC EXPY,13,0.02524271844660194
653,1000 BLOCK ED BLUESTEIN BOULVARD,13,0.02524271844660194
14682,4900 S IH 35 SVCRD,13,0.02524271844660194
8432,2000 BLOCK SOUTH LAMAR BOULEVARD,13,0.02524271844660194
8413,2000 BLOCK NORTH MOPAC EXPRESSWAY,13,0.02524271844660194
8379,2000 BLOCK EAST RIVERSIDE DRIVE,13,0.02524271844660194
21089,800 W 6TH,13,0.02524271844660194
19947,7400 E BEN WHITE EB,13,0.02524271844660194
23712,9600 RESEARCH BLVD,13,0.02524271844660194
5647,13700 RESEARCH BLVD SB,13,0.02524271844660194
20140,7500 N IH 35,13,0.02524271844660194
27042,N IH 35,13,0.02524271844660194
2186,11000 BLOCK RESEARCH BOULEVARD,13,0.02524271844660194
852,1000 S IH 35 NB,13,0.02524271844660194
26013,E HWY 71,13,0.02524271844660194
11262,3100 BLOCK SOUTH HIGHWAY 183,12,0.02330097087378641
28398,WEST 30TH STREET,12,0.02330097087378641
27312,NORTH US HIGHWAY 183 SERVICE ROAD,12,0.02330097087378641
13053,4000 BLOCK AIRPORT,12,0.02330097087378641
6025,1400 ED BLUESTIEN,12,0.02330097087378641
7571,1800 EAST RIVERSIDE DRIVE,12,0.02330097087378641
6838,1600 BLOCK EAST OLTORF STREET,12,0.02330097087378641
20602,7800 S 1ST ST,12,0.02330097087378641
11146,3000 S IH 35 NB,12,0.02330097087378641
994,10000 MANCHACA RD,12,0.02330097087378641
10149,2600 MLK BLVD,12,0.02330097087378641
12646,3900 S CONGRESS,12,0.02330097087378641
11883,3500 BLOCK MANCHACA ROAD,12,0.02330097087378641
21810,8500 ANDERSON MILL,12,0.02330097087378641
18230,6600 BLOCK SOUTH IH 35,12,0.02330097087378641
8099,200 BLK W. BRAKER LN,12,0.02330097087378641
16149,5500 S IH 35,12,0.02330097087378641
7299,1700 RUTLAND DR,12,0.02330097087378641
1690,10800 FOUR IRON,12,0.02330097087378641
21558,8200 S 1ST ST,12,0.02330097087378641
18115,6500 N IH 35,12,0.02330097087378641
